STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,IND,Indicator,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VII_1,Retention ratio > Total,2021,,96.019,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VII_1,Retention ratio > Total,2022,,95.124,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IV_3,Penetration > Non-Life,2021,,1.91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VII_2,Retention ratio > Life,2018,,99.115,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VII_2,Retention ratio > Life,2019,,99.517,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VII_2,Retention ratio > Life,2020,,99.595,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VII_2,Retention ratio > Life,2021,,99.597,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VII_2,Retention ratio > Life,2022,,99.555,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VII_3,Retention ratio > Non-Life,2018,,87.573,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VII_3,Retention ratio > Non-Life,2019,,87.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VII_3,Retention ratio > Non-Life,2020,,86.754,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VII_3,Retention ratio > Non-Life,2021,,85.569,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VII_3,Retention ratio > Non-Life,2022,,84.335,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_1,Ratio of reinsurance accepted > Total,2018,,2.328,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_1,Ratio of reinsurance accepted > Total,2019,,1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_1,Ratio of reinsurance accepted > Total,2020,,1.387,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_1,Ratio of reinsurance accepted > Total,2021,,1.697,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_1,Ratio of reinsurance accepted > Total,2022,,2.169,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_2,Ratio of reinsurance accepted > Life,2018,,1.386,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_2,Ratio of reinsurance accepted > Life,2019,,0.299,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_2,Ratio of reinsurance accepted > Life,2020,,0.253,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_2,Ratio of reinsurance accepted > Life,2021,,0.208,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_2,Ratio of reinsurance accepted > Life,2022,,0.226,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_3,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2021,,28.582,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_3,Ratio of reinsurance accepted > Non-Life,2018,,5.108,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_3,Ratio of reinsurance accepted > Non-Life,2019,,3.118,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_3,Ratio of reinsurance accepted > Non-Life,2020,,4.684,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_3,Ratio of reinsurance accepted > Non-Life,2021,,6.048,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,VIII_3,Ratio of reinsurance accepted > Non-Life,2022,,6.902,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2018,,37.069,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2019,,37.042,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2020,,35.819,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2021,,35.646,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2022,,31.966,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_2,"Market share of ""branches/agencies of foreign undertakings"" in total domestic business > Life",2021,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_2,"Market share of ""branches/agencies of foreign undertakings"" in total domestic business > Life",2022,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_3,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2018,,30.016,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_3,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2019,,31.37,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_3,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2020,,30.046,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,IRL,Ireland,IV_2,Penetration > Life,2018,,9.367,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_3,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2022,,27.938,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_4,"Market share of ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2018,,1.609,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_4,"Market share of ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2019,,1.71,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_4,"Market share of ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2020,,1.685,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_4,"Market share of ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2021,,1.71,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,ITA,Italy,IX_4,"Market share of ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2022,,1.689,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_1,Total gross premiums > Total,2018,,402773.288,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_1,Total gross premiums > Total,2019,,399088.241,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_1,Total gross premiums > Total,2020,,385034.933,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_1,Total gross premiums > Total,2021,,375947.117,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_1,Total gross premiums > Total,2022,,324870.968,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_2,Total gross premiums > Life,2018,,302965.746,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_2,Total gross premiums > Life,2019,,292247.363,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_2,Total gross premiums > Life,2020,,276257.674,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_2,Total gross premiums > Life,2021,,270595.539,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_2,Total gross premiums > Life,2022,,240755.245,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_3,Total gross premiums > Non-Life,2018,,99807.541,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_3,Total gross premiums > Non-Life,2019,,106840.878,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_3,Total gross premiums > Non-Life,2020,,108777.26,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_3,Total gross premiums > Non-Life,2021,,105351.578,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,I_3,Total gross premiums > Non-Life,2022,,84115.723,,A,,USD,US Dollar,6,Millions,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_1,Market share in OECD > Total,2018,,7.583,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_1,Market share in OECD > Total,2019,,7.932,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_1,Market share in OECD > Total,2020,,7.277,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_1,Market share in OECD > Total,2021,,6.31,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_1,Market share in OECD > Total,2022,,5.357,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_2,Market share in OECD > Life,2018,,11.348,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_2,Market share in OECD > Life,2019,,11.617,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_2,Market share in OECD > Life,2020,,10.772,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_2,Market share in OECD > Life,2021,,9.39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_2,Market share in OECD > Life,2022,,8.64,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_3,Market share in OECD > Non-Life,2018,,3.783,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_3,Market share in OECD > Non-Life,2019,,4.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_3,Market share in OECD > Non-Life,2020,,3.992,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_3,Market share in OECD > Non-Life,2021,,3.426,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,II_3,Market share in OECD > Non-Life,2022,,2.568,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_1,Density > Total,2019,,2988.602,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_1,Density > Total,2020,,2887.816,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_1,Density > Total,2021,,2832.31,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_1,Density > Total,2022,,2466.272,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_2,Density > Life,2018,,2347.765,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_2,Density > Life,2019,,2276.899,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_2,Density > Life,2020,,2161.257,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_2,Density > Life,2021,,2127.331,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_2,Density > Life,2022,,1903.948,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_3,Density > Non-Life,2018,,662.176,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_3,Density > Non-Life,2019,,711.703,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_3,Density > Non-Life,2020,,726.559,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_3,Density > Non-Life,2021,,704.979,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_3,Density > Non-Life,2022,,562.325,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_1,Penetration > Total,2018,,7.658,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_1,Penetration > Total,2019,,7.281,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_1,Penetration > Total,2020,,7.126,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_1,Penetration > Total,2021,,7.077,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_1,Penetration > Total,2022,,7.809,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,III_1,Density > Total,2018,,3009.942,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_2,Penetration > Life,2018,,5.973,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_2,Penetration > Life,2019,,5.547,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_2,Penetration > Life,2020,,5.333,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_2,Penetration > Life,2021,,5.315,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_2,Penetration > Life,2022,,6.028,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_3,Penetration > Non-Life,2018,,1.685,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_3,Penetration > Non-Life,2019,,1.734,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_3,Penetration > Non-Life,2020,,1.793,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_3,Penetration > Non-Life,2021,,1.761,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IV_3,Penetration > Non-Life,2022,,1.78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,V,Life insurance share,2018,,75.22,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,V,Life insurance share,2019,,73.229,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,V,Life insurance share,2020,,71.749,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,V,Life insurance share,2021,,71.977,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,V,Life insurance share,2022,,74.108,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_1,Retention ratio > Total,2018,,88.818,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_1,Retention ratio > Total,2019,,85.083,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_1,Retention ratio > Total,2020,,85.478,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_1,Retention ratio > Total,2021,,83.131,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_1,Retention ratio > Total,2022,,77.556,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_2,Retention ratio > Life,2018,,92.736,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_2,Retention ratio > Life,2019,,88.201,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_2,Retention ratio > Life,2020,,88.678,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_2,Retention ratio > Life,2021,,85.288,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_2,Retention ratio > Life,2022,,77.599,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_3,Retention ratio > Non-Life,2018,,76.927,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_3,Retention ratio > Non-Life,2019,,76.553,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_3,Retention ratio > Non-Life,2020,,77.353,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_3,Retention ratio > Non-Life,2021,,77.591,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VII_3,Retention ratio > Non-Life,2022,,77.432,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VIII_1,Ratio of reinsurance accepted > Total,2018,,5.466,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VIII_1,Ratio of reinsurance accepted > Total,2019,,5.478,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VIII_1,Ratio of reinsurance accepted > Total,2020,,5.611,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VIII_1,Ratio of reinsurance accepted > Total,2021,,5.446,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VIII_1,Ratio of reinsurance accepted > Total,2022,,4.976,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VIII_2,Ratio of reinsurance accepted > Life,2018,,1.976,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VIII_2,Ratio of reinsurance accepted > Life,2019,,1.661,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VIII_2,Ratio of reinsurance accepted > Life,2020,,1.544,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VIII_2,Ratio of reinsurance accepted > Life,2021,,1.331,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VIII_2,Ratio of reinsurance accepted > Life,2022,,1.012,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VIII_3,Ratio of reinsurance accepted > Non-Life,2018,,16.061,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VIII_3,Ratio of reinsurance accepted > Non-Life,2019,,15.92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VIII_3,Ratio of reinsurance accepted > Non-Life,2020,,15.941,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,VIII_3,Ratio of reinsurance accepted > Non-Life,2021,,16.015,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2018,,22.456,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2019,,22.549,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2020,,23.048,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2021,,23.649,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IX_1,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Life",2022,,24.164,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IX_2,"Market share of ""branches/agencies of foreign undertakings"" in total domestic business > Life",2018,,0.113,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IX_2,"Market share of ""branches/agencies of foreign undertakings"" in total domestic business > Life",2019,,0.147,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IX_2,"Market share of ""branches/agencies of foreign undertakings"" in total domestic business > Life",2020,,0.175,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IX_3,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2018,,9.373,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_INSIND(1.0),Insurance indicators,I,JPN,Japan,IX_3,"Market share of ""foreign controlled undertakings"" and ""branches/agencies of foreign undertakings"" in total domestic business > Non-Life",2019,,8.701,,A,,PC,Percentage,0,Units,,
